0	 0	 3	 0	 0	 x6	 0	 1	 0	 0	 10.2	 13.85
0	 0	 3	 1	 1	 x6	 0	 1	 0	 1	 10.2	 13.85
0	 0	 3	 2	 2	 x6	 0	 1	 1	 0	 10.2	 13.85
0	 0	 3	 3	 3	 x6	 0	 1	 1	 1	 10.2	 13.85
0	 0	 3	 4	 4	 x6	 0	 1	 2	 0	 10.2	 13.85
0	 0	 3	 5	 5	 x6	 0	 1	 2	 1	 10.2	 13.85
0	 0	 3	 6	 6	 x6	 0	 1	 3	 0	 10.2	 13.85
0	 0	 3	 7	 7	 x6	 0	 1	 3	 1	 10.2	 13.85
0	 0	 3	 8	 8	 x6	 0	 1	 4	 0	 10.2	 13.85
0	 0	 3	 9	 9	 x6	 0	 1	 4	 1	 10.2	 13.85
0	 0	 3	 10	 10	 x6	 0	 1	 5	 0	 10.2	 13.85
0	 0	 3	 12	 11	 x6	 0	 1	 5	 1	 10.2	 13.85
0	 0	 3	 13	 12	 x6	 0	 1	 6	 0	 10.2	 13.85
0	 0	 3	 14	 13	 x6	 0	 1	 6	 1	 10.2	 13.85
0	 0	 3	 15	 14	 x6	 0	 1	 7	 0	 10.2	 13.85
0	 0	 3	 16	 15	 x6	 0	 1	 7	 1	 10.2	 13.85
0	 0	 0	 0	 0	 x6	 0	 2	 3	 0	 10.2	 13.85
0	 0	 0	 1	 1	 x6	 0	 2	 0	 0	 10.2	 13.85
0	 0	 0	 2	 2	 x6	 0	 2	 1	 0	 10.2	 13.85
0	 0	 0	 3	 3	 x6	 0	 2	 2	 0	 10.2	 13.85
0	 0	 3	 17	 16	 x6	 1	 1	 0	 0	 10.2	 13.85
0	 0	 3	 18	 17	 x6	 1	 1	 0	 1	 10.2	 13.85
0	 0	 3	 19	 18	 x6	 1	 1	 1	 0	 10.2	 13.85
0	 0	 3	 20	 19	 x6	 1	 1	 1	 1	 10.2	 13.85
0	 0	 3	 21	 20	 x6	 1	 1	 2	 0	 10.2	 13.85
0	 0	 3	 23	 21	 x6	 1	 1	 2	 1	 10.2	 13.85
0	 0	 3	 24	 22	 x6	 1	 1	 3	 0	 10.2	 13.85
0	 0	 3	 25	 23	 x6	 1	 1	 3	 1	 10.2	 13.85
0	 0	 3	 26	 24	 x6	 1	 1	 4	 0	 10.2	 13.85
0	 0	 3	 27	 25	 x6	 1	 1	 4	 1	 10.2	 13.85
0	 0	 3	 28	 26	 x6	 1	 1	 5	 0	 10.2	 13.85
0	 0	 3	 29	 27	 x6	 1	 1	 5	 1	 10.2	 13.85
0	 0	 3	 30	 28	 x6	 1	 1	 6	 0	 10.2	 13.85
0	 0	 3	 31	 29	 x6	 1	 1	 6	 1	 10.2	 13.85
0	 0	 3	 32	 30	 x6	 1	 1	 7	 0	 10.2	 13.85
0	 0	 3	 33	 31	 x6	 1	 1	 7	 1	 10.2	 13.85
0	 0	 0	 4	 4	 x6	 1	 2	 3	 0	 10.2	 13.85
0	 0	 0	 5	 5	 x6	 1	 2	 0	 0	 10.2	 13.85
0	 0	 0	 6	 6	 x6	 1	 2	 1	 0	 10.2	 13.85
0	 0	 0	 7	 7	 x6	 1	 2	 2	 0	 10.2	 13.85
0	 0	 3	 34	 32	 x6	 2	 1	 0	 0	 10.2	 13.85
0	 0	 3	 35	 33	 x6	 2	 1	 0	 1	 10.2	 13.85
0	 0	 3	 36	 34	 x6	 2	 1	 1	 0	 10.2	 13.85
0	 0	 3	 37	 35	 x6	 2	 1	 1	 1	 10.2	 13.85
0	 0	 3	 38	 36	 x6	 2	 1	 2	 0	 10.2	 13.85
0	 0	 3	 39	 37	 x6	 2	 1	 2	 1	 10.2	 13.85
0	 0	 3	 40	 38	 x6	 2	 1	 3	 0	 10.2	 13.85
0	 0	 3	 41	 39	 x6	 2	 1	 3	 1	 10.2	 13.85
0	 0	 3	 42	 40	 x6	 2	 1	 4	 0	 10.2	 13.85
0	 0	 3	 43	 41	 x6	 2	 1	 4	 1	 10.2	 13.85
0	 0	 3	 44	 42	 x6	 2	 1	 5	 0	 10.2	 13.85
0	 0	 3	 46	 43	 x6	 2	 1	 5	 1	 10.2	 13.85
0	 0	 3	 47	 44	 x6	 2	 1	 6	 0	 10.2	 13.85
0	 0	 3	 48	 45	 x6	 2	 1	 6	 1	 10.2	 13.85
0	 0	 3	 49	 46	 x6	 2	 1	 7	 0	 10.2	 13.85
0	 0	 3	 50	 47	 x6	 2	 1	 7	 1	 10.2	 13.85
0	 0	 0	 8	 8	 x6	 2	 2	 3	 0	 10.2	 13.85
0	 0	 0	 9	 9	 x6	 2	 2	 0	 0	 10.2	 13.85
0	 0	 0	 10	 10	 x6	 2	 2	 1	 0	 10.2	 13.85
0	 0	 0	 12	 11	 x6	 2	 2	 2	 0	 10.2	 13.85
0	 0	 3	 51	 48	 x6	 3	 1	 0	 0	 10.2	 13.85
0	 0	 3	 52	 49	 x6	 3	 1	 0	 1	 10.2	 13.85
0	 0	 3	 53	 50	 x6	 3	 1	 1	 0	 10.2	 13.85
0	 0	 3	 54	 51	 x6	 3	 1	 1	 1	 10.2	 13.85
0	 0	 3	 55	 52	 x6	 3	 1	 2	 0	 10.2	 13.85
0	 0	 3	 57	 53	 x6	 3	 1	 2	 1	 10.2	 13.85
0	 0	 3	 58	 54	 x6	 3	 1	 3	 0	 10.2	 13.85
0	 0	 3	 59	 55	 x6	 3	 1	 3	 1	 10.2	 13.85
0	 0	 3	 60	 56	 x6	 3	 1	 4	 0	 10.2	 13.85
0	 0	 3	 61	 57	 x6	 3	 1	 4	 1	 10.2	 13.85
0	 0	 3	 62	 58	 x6	 3	 1	 5	 0	 10.2	 13.85
0	 0	 3	 63	 59	 x6	 3	 1	 5	 1	 10.2	 13.85
0	 0	 3	 64	 60	 x6	 3	 1	 6	 0	 10.2	 13.85
0	 0	 3	 65	 61	 x6	 3	 1	 6	 1	 10.2	 13.85
0	 0	 3	 66	 62	 x6	 3	 1	 7	 0	 10.2	 13.85
