x6	1	0	0	a	a	a1	    1	1	12	1	1	32.5
x6	2	0	0	a	a	a1	    2	1	12	1	2	32.5
x6	3	0	0	a	a	a1	    3	1	12	1	3	32.5
x6	4	0	0	a	a	a1	    4	1	12	1	4	32.5
x6	5	0	2	b	b	b4	    1	1	12	1	5	32.5
x6	6	0	2	b	b	b4	    2	1	12	1	6	32.5
x6	7	0	2	b	b	b4	    3	1	12	1	7	32.5
x6	8	0	2	b	b	b4	    4	1	12	1	8	32.5
x6	9	0	1	a	a	b3	    1	1	12	1	9	32.5
x6	10	0	1	a	a	b3	    2	1	12	1	10	32.5
x6	11	0	1	a	a	b3	    3	1	12	1	11	32.5
x6	12	0	1	a	a	b3	    4	1	12	1	12	32.5
x6	13	0	0	c	c	a2	    1	1	16	1	1	25
x6	14	0	0	c	c	a2	    2	1	16	1	2	25
x6	15	0	0	c	c	a2	    3	1	16	1	3	25
x6	16	0	0	c	c	a2	    4	1	16	1	4	25
x6	17	0	2	a	a	a4	    1	1	16	1	5	25
x6	18	0	2	a	a	a4	    2	1	16	1	6	25
x6	19	0	2	a	a	a4	    3	1	16	1	7	25
x6	20	0	2	a	a	a4	    4	1	16	1	8	25
x6	21	0	1	b	b	a3	    1	1	16	1	9	25
x6	22	0	1	b	b	a3	    2	1	16	1	10	25
x6	23	0	1	b	b	a3	    3	1	16	1	11	25
x6	24	0	1	b	b	a3	    4	1	16	1	12	25
x6	25	0	1	c	c	b2	    1	1	16	1	13	25
x6	26	0	1	c	c	b2	    2	1	16	1	14	25
x6	27	0	1	c	c	b2	    3	1	16	1	15	25
x6	28	0	1	c	c	b2	    4	1	16	1	16	25
x6	29	0	0	b	b	b1	    1	1	12	2	1	32.5
x6	30	0	0	b	b	b1	    2	1	12	2	2	32.5
x6	31	0	0	b	b	b1	    3	1	12	2	3	32.5
x6	32	0	0	b	b	b1	    4	1	12	2	4	32.5
csd	1	0	2	c	c	mix1	1	1	12	2	5	32.5
csd	2	0	2	c	c	mix1	2	1	12	2	6	32.5
csd	3	0	2	c	c	mix1	3	1	12	2	7	32.5
csd	4	0	2	c	c	mix1	4	1	12	2	8	32.5
csd	5	0	2	c	c	mix2	1	1	12	2	9	32.5
csd	6	0	2	c	c	mix2	2	1	12	2	10	32.5
csd	7	0	2	c	c	mix2	3	1	12	2	11	32.5
csd	8	0	2	c	c	mix2	4	1	12	2	12	32.5
